Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,group_key
85777,9137580,21,7,single,rented,no,Hotel_Manager,Aurangabad,Maharashtra,7,12,0,Aurangabad_Hotel_Manager_Maharashtra_single_no_rented
95420,5512716,43,15,single,rented,yes,Financial_Analyst,Erode[17],Tamil_Nadu,7,13,0,Erode[17]_Financial_Analyst_Tamil_Nadu_single_yes_rented
45869,3393343,39,2,single,rented,yes,Drafter,Buxar[37],Bihar,2,13,0,Buxar[37]_Drafter_Bihar_single_yes_rented
88218,9002497,25,11,single,rented,no,Civil_servant,Vadodara,Gujarat,11,12,0,Vadodara_Civil_servant_Gujarat_single_no_rented
197284,2755203,64,15,single,rented,no,Aviator,Nanded,Maharashtra,11,12,1,Nanded_Aviator_Maharashtra_single_no_rented
206150,6457218,39,3,single,rented,yes,Army_officer,Mumbai,Maharashtra,3,11,0,Mumbai_Army_officer_Maharashtra_single_yes_rented
125293,1509614,25,0,married,rented,yes,Firefighter,Vijayanagaram,Andhra_Pradesh,0,13,1,Vijayanagaram_Firefighter_Andhra_Pradesh_married_yes_rented
23322,6490702,41,0,single,rented,no,Firefighter,Farrukhabad,Uttar_Pradesh,0,14,0,Farrukhabad_Firefighter_Uttar_Pradesh_single_no_rented
51348,9297948,33,11,single,rented,yes,Technician,Aurangabad[39],Bihar,8,11,0,Aurangabad[39]_Technician_Bihar_single_yes_rented
16797,4954873,46,19,single,rented,no,Flight_attendant,Mau,Uttar_Pradesh,5,13,0,Mau_Flight_attendant_Uttar_Pradesh_single_no_rented
182163,1596742,79,15,single,norent_noown,no,Software_Developer,Buxar[37],Bihar,14,14,0,Buxar[37]_Software_Developer_Bihar_single_no_norent_noown
92401,9559493,77,3,single,rented,no,Army_officer,Sirsa,Haryana,3,13,0,Sirsa_Army_officer_Haryana_single_no_rented
115672,1045513,40,2,single,norent_noown,no,Consultant,Hyderabad,Telangana,2,14,0,Hyderabad_Consultant_Telangana_single_no_norent_noown
219341,7710385,57,18,married,rented,no,Web_designer,Pondicherry,Puducherry,10,11,0,Pondicherry_Web_designer_Puducherry_married_no_rented
209672,4059797,29,7,single,rented,no,Psychologist,Guwahati,Assam,6,12,0,Guwahati_Psychologist_Assam_single_no_rented
2510,7835117,40,3,single,rented,yes,Technical_writer,Guwahati,Assam,3,14,0,Guwahati_Technical_writer_Assam_single_yes_rented
189815,2341718,49,20,single,rented,no,Lawyer,Eluru[25],Andhra_Pradesh,11,10,0,Eluru[25]_Lawyer_Andhra_Pradesh_single_no_rented
75831,2285062,38,2,single,rented,no,Dentist,Kakinada,Andhra_Pradesh,2,12,0,Kakinada_Dentist_Andhra_Pradesh_single_no_rented
130532,6922312,40,19,single,rented,yes,Financial_Analyst,Sri_Ganganagar,Rajasthan,14,13,0,Sri_Ganganagar_Financial_Analyst_Rajasthan_single_yes_rented
141078,96503,40,13,single,rented,no,Flight_attendant,Shimla,Himachal_Pradesh,3,14,1,Shimla_Flight_attendant_Himachal_Pradesh_single_no_rented
194296,678684,67,1,single,rented,no,Magistrate,Kirari_Suleman_Nagar,Delhi,1,10,0,Kirari_Suleman_Nagar_Magistrate_Delhi_single_no_rented
34684,2694059,76,12,single,rented,no,Physician,Jabalpur,Madhya_Pradesh,7,10,0,Jabalpur_Physician_Madhya_Pradesh_single_no_rented
205307,1240330,29,18,married,rented,yes,Consultant,Gopalpur,West_Bengal,12,14,0,Gopalpur_Consultant_West_Bengal_married_yes_rented
161983,6501716,37,5,single,rented,no,Civil_servant,Nagpur,Maharashtra,5,13,0,Nagpur_Civil_servant_Maharashtra_single_no_rented
230762,5641127,55,18,single,rented,yes,Drafter,Pondicherry,Puducherry,9,13,0,Pondicherry_Drafter_Puducherry_single_yes_rented
90116,3376799,24,6,single,rented,no,Computer_hardware_engineer,Moradabad,Uttar_Pradesh,6,13,0,Moradabad_Computer_hardware_engineer_Uttar_Pradesh_single_no_rented
236589,6142849,25,10,single,rented,no,Police_officer,Kishanganj[35],Bihar,8,12,0,Kishanganj[35]_Police_officer_Bihar_single_no_rented
186517,794175,52,1,single,rented,no,Aviator,Nanded,Maharashtra,1,12,0,Nanded_Aviator_Maharashtra_single_no_rented
149456,2521525,49,20,single,rented,no,Civil_servant,Malda,West_Bengal,8,10,0,Malda_Civil_servant_West_Bengal_single_no_rented
66448,2152981,77,14,single,rented,yes,Technician,Bally,West_Bengal,11,10,0,Bally_Technician_West_Bengal_single_yes_rented
28738,2584624,31,14,single,rented,no,Biomedical_Engineer,Kota[6],Rajasthan,8,12,0,Kota[6]_Biomedical_Engineer_Rajasthan_single_no_rented
12069,5413710,53,19,single,rented,no,Artist,Ranchi,Jharkhand,12,12,0,Ranchi_Artist_Jharkhand_single_no_rented
176946,361363,45,0,single,rented,no,Computer_operator,Parbhani,Maharashtra,0,10,0,Parbhani_Computer_operator_Maharashtra_single_no_rented
12430,996748,64,3,single,rented,no,Chemical_engineer,Dehri[30],Bihar,3,13,0,Dehri[30]_Chemical_engineer_Bihar_single_no_rented
49472,8254699,41,15,single,rented,no,Physician,Malegaon,Maharashtra,5,13,0,Malegaon_Physician_Maharashtra_single_no_rented
55201,4247387,65,20,single,rented,yes,Microbiologist,Sikar,Rajasthan,4,10,0,Sikar_Microbiologist_Rajasthan_single_yes_rented
23215,6826034,56,14,single,rented,no,Surveyor,Bathinda,Punjab,5,11,0,Bathinda_Surveyor_Punjab_single_no_rented
139087,4314402,25,12,single,rented,no,Civil_engineer,Guntakal,Andhra_Pradesh,11,12,0,Guntakal_Civil_engineer_Andhra_Pradesh_single_no_rented
142166,9002497,25,11,single,rented,no,Civil_servant,Vadodara,Gujarat,11,12,0,Vadodara_Civil_servant_Gujarat_single_no_rented
63805,2859501,61,16,married,rented,no,Firefighter,Kadapa[23],Andhra_Pradesh,7,10,0,Kadapa[23]_Firefighter_Andhra_Pradesh_married_no_rented
123523,2304556,51,12,single,rented,no,Police_officer,Nashik,Maharashtra,8,10,0,Nashik_Police_officer_Maharashtra_single_no_rented
214040,5828170,66,17,single,rented,no,Petroleum_Engineer,Ludhiana,Punjab,14,14,0,Ludhiana_Petroleum_Engineer_Punjab_single_no_rented
14638,296613,23,3,single,rented,yes,Designer,Miryalaguda,Telangana,3,13,0,Miryalaguda_Designer_Telangana_single_yes_rented
160126,4214101,60,16,single,norent_noown,no,Hotel_Manager,Satna,Madhya_Pradesh,13,10,0,Satna_Hotel_Manager_Madhya_Pradesh_single_no_norent_noown
