Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,group_key
123035,2590772,53,17,single,rented,no,Firefighter,Mangalore,Karnataka,10,14,0,Mangalore_Firefighter_Karnataka_single_no_rented
197701,5510769,41,19,single,rented,yes,Mechanical_engineer,Bardhaman,West_Bengal,8,12,1,Bardhaman_Mechanical_engineer_West_Bengal_single_yes_rented
47545,7027850,45,13,single,rented,no,Technician,Anantapuram[24],Andhra_Pradesh,7,14,0,Anantapuram[24]_Technician_Andhra_Pradesh_single_no_rented
40176,3907141,24,15,single,rented,no,Magistrate,Kishanganj[35],Bihar,11,12,0,Kishanganj[35]_Magistrate_Bihar_single_no_rented
236133,2343379,27,20,single,rented,yes,Flight_attendant,Nashik,Maharashtra,8,10,0,Nashik_Flight_attendant_Maharashtra_single_yes_rented
230907,5402095,60,16,single,rented,no,Chemical_engineer,Indore,Madhya_Pradesh,8,14,1,Indore_Chemical_engineer_Madhya_Pradesh_single_no_rented
48177,7240595,44,1,single,rented,no,Chemical_engineer,Raichur,Karnataka,1,11,0,Raichur_Chemical_engineer_Karnataka_single_no_rented
68370,3740856,34,18,single,rented,no,Microbiologist,Aurangabad[39],Bihar,8,14,0,Aurangabad[39]_Microbiologist_Bihar_single_no_rented
74743,6011488,41,2,single,rented,no,Air_traffic_controller,Berhampore,West_Bengal,2,12,1,Berhampore_Air_traffic_controller_West_Bengal_single_no_rented
160905,46244,36,9,single,rented,no,Statistician,Ajmer,Rajasthan,8,14,0,Ajmer_Statistician_Rajasthan_single_no_rented
149991,9237126,25,16,single,owned,no,Surgeon,Tadipatri,Andhra_Pradesh,3,10,0,Tadipatri_Surgeon_Andhra_Pradesh_single_no_owned
110012,7155409,77,12,single,rented,no,Chartered_Accountant,Arrah,Bihar,10,13,0,Arrah_Chartered_Accountant_Bihar_single_no_rented
141789,9768901,74,15,married,rented,no,Comedian,Gudivada,Andhra_Pradesh,3,11,1,Gudivada_Comedian_Andhra_Pradesh_married_no_rented
65267,976533,48,2,single,rented,no,Statistician,Bardhaman,West_Bengal,2,10,1,Bardhaman_Statistician_West_Bengal_single_no_rented
132593,4981446,77,10,single,rented,no,Psychologist,Bangalore,Karnataka,10,11,0,Bangalore_Psychologist_Karnataka_single_no_rented
112812,5675460,48,6,married,rented,no,Lawyer,Orai,Uttar_Pradesh,6,10,0,Orai_Lawyer_Uttar_Pradesh_married_no_rented
37047,462027,45,3,single,rented,no,Artist,Hapur,Uttar_Pradesh,3,14,0,Hapur_Artist_Uttar_Pradesh_single_no_rented
158048,2509059,43,3,single,rented,yes,Mechanical_engineer,Bikaner,Rajasthan,3,14,0,Bikaner_Mechanical_engineer_Rajasthan_single_yes_rented
229126,9895037,66,9,married,rented,yes,Fashion_Designer,Surendranagar_Dudhrej,Gujarat,9,12,0,Surendranagar_Dudhrej_Fashion_Designer_Gujarat_married_yes_rented
10766,9225468,54,14,single,rented,no,Surveyor,Secunderabad,Telangana,8,10,0,Secunderabad_Surveyor_Telangana_single_no_rented
160305,5850440,68,20,married,rented,no,Physician,Aurangabad[39],Bihar,11,12,0,Aurangabad[39]_Physician_Bihar_married_no_rented
176663,3218946,25,0,single,rented,no,Software_Developer,Vijayanagaram,Andhra_Pradesh,0,11,1,Vijayanagaram_Software_Developer_Andhra_Pradesh_single_no_rented
39367,3167295,32,5,single,rented,yes,Chef,Mirzapur,Uttar_Pradesh,4,12,0,Mirzapur_Chef_Uttar_Pradesh_single_yes_rented
37400,2814087,43,16,single,rented,yes,Analyst,Gorakhpur,Uttar_Pradesh,4,13,0,Gorakhpur_Analyst_Uttar_Pradesh_single_yes_rented
130430,972554,54,13,single,rented,yes,Comedian,Barasat,West_Bengal,13,12,0,Barasat_Comedian_West_Bengal_single_yes_rented
158362,671223,74,7,single,rented,no,Flight_attendant,Bidar,Karnataka,6,13,0,Bidar_Flight_attendant_Karnataka_single_no_rented
237942,5985832,75,4,married,norent_noown,yes,Chartered_Accountant,Shahjahanpur,Uttar_Pradesh,4,14,1,Shahjahanpur_Chartered_Accountant_Uttar_Pradesh_married_yes_norent_noown
41056,5510769,41,19,single,rented,yes,Mechanical_engineer,Bardhaman,West_Bengal,8,12,0,Bardhaman_Mechanical_engineer_West_Bengal_single_yes_rented
207084,7626654,60,12,single,rented,no,Design_Engineer,Madurai,Tamil_Nadu,12,13,0,Madurai_Design_Engineer_Tamil_Nadu_single_no_rented
223591,9505215,57,11,single,rented,yes,Official,Haridwar,Uttarakhand,8,14,0,Haridwar_Official_Uttarakhand_single_yes_rented
184349,971966,79,10,single,rented,yes,Industrial_Engineer,Mehsana,Gujarat,5,12,0,Mehsana_Industrial_Engineer_Gujarat_single_yes_rented
207096,6302112,58,18,single,rented,no,Analyst,Dibrugarh,Assam,7,11,0,Dibrugarh_Analyst_Assam_single_no_rented
98697,9297026,56,17,married,rented,no,Surveyor,Darbhanga,Bihar,4,12,0,Darbhanga_Surveyor_Bihar_married_no_rented
87393,7921653,35,16,single,rented,no,Mechanical_engineer,Ichalkaranji,Maharashtra,6,14,0,Ichalkaranji_Mechanical_engineer_Maharashtra_single_no_rented
175251,6329731,45,9,single,norent_noown,no,Designer,Bhilwara,Rajasthan,9,13,0,Bhilwara_Designer_Rajasthan_single_no_norent_noown
177287,5899176,38,15,single,rented,yes,Surgeon,Vellore,Tamil_Nadu,13,10,0,Vellore_Surgeon_Tamil_Nadu_single_yes_rented
29192,5569222,60,15,single,rented,no,Psychologist,Haldia,West_Bengal,13,11,0,Haldia_Psychologist_West_Bengal_single_no_rented
194475,4759451,60,4,married,rented,no,Official,Meerut,Uttar_Pradesh,4,13,0,Meerut_Official_Uttar_Pradesh_married_no_rented
39740,7155409,77,12,single,rented,no,Chartered_Accountant,Arrah,Bihar,10,13,0,Arrah_Chartered_Accountant_Bihar_single_no_rented
37919,1328487,67,12,married,rented,no,Flight_attendant,Surendranagar_Dudhrej,Gujarat,7,10,0,Surendranagar_Dudhrej_Flight_attendant_Gujarat_married_no_rented
71842,7571977,75,5,single,rented,yes,Civil_servant,Ranchi,Jharkhand,5,13,1,Ranchi_Civil_servant_Jharkhand_single_yes_rented
150056,5550769,59,5,married,rented,no,Technical_writer,Visakhapatnam[4],Andhra_Pradesh,5,11,1,Visakhapatnam[4]_Technical_writer_Andhra_Pradesh_married_no_rented
213934,5510769,41,19,single,rented,yes,Mechanical_engineer,Bardhaman,West_Bengal,8,12,1,Bardhaman_Mechanical_engineer_West_Bengal_single_yes_rented
130641,2462452,50,18,single,rented,no,Chartered_Accountant,Nandyal,Andhra_Pradesh,10,14,0,Nandyal_Chartered_Accountant_Andhra_Pradesh_single_no_rented
62148,2802877,70,14,single,rented,no,Hotel_Manager,Cuttack,Odisha,10,11,1,Cuttack_Hotel_Manager_Odisha_single_no_rented
18766,6144152,72,18,single,owned,no,Software_Developer,Cuttack,Odisha,13,12,0,Cuttack_Software_Developer_Odisha_single_no_owned
118521,3083768,34,12,single,rented,no,Magistrate,Begusarai,Bihar,5,11,0,Begusarai_Magistrate_Bihar_single_no_rented
223459,3036287,37,11,single,rented,no,Chemical_engineer,Bhopal,Madhya_Pradesh,11,11,0,Bhopal_Chemical_engineer_Madhya_Pradesh_single_no_rented
236865,1956767,45,16,single,rented,yes,Aviator,Chandigarh_city,Chandigarh,6,13,0,Chandigarh_city_Aviator_Chandigarh_single_yes_rented
163899,7733758,27,20,single,rented,no,Official,Baranagar,West_Bengal,4,11,0,Baranagar_Official_West_Bengal_single_no_rented
180046,6302112,58,18,single,rented,no,Analyst,Dibrugarh,Assam,7,11,0,Dibrugarh_Analyst_Assam_single_no_rented
95941,7053218,61,0,single,norent_noown,no,Surveyor,Uluberia,West_Bengal,0,12,0,Uluberia_Surveyor_West_Bengal_single_no_norent_noown
69563,9913743,23,9,married,rented,no,Design_Engineer,Shimoga,Karnataka,9,14,0,Shimoga_Design_Engineer_Karnataka_married_no_rented
249647,9843041,46,7,single,rented,no,Design_Engineer,Mumbai,Maharashtra,7,12,0,Mumbai_Design_Engineer_Maharashtra_single_no_rented
184760,4389360,42,20,single,rented,yes,Scientist,Jabalpur,Madhya_Pradesh,11,10,0,Jabalpur_Scientist_Madhya_Pradesh_single_yes_rented
241294,8789255,51,6,married,rented,no,Scientist,Jabalpur,Madhya_Pradesh,6,12,0,Jabalpur_Scientist_Madhya_Pradesh_married_no_rented
153073,5365286,26,12,single,rented,yes,Design_Engineer,Patiala,Punjab,7,12,0,Patiala_Design_Engineer_Punjab_single_yes_rented
107323,3203489,36,3,single,rented,yes,Computer_hardware_engineer,Salem,Tamil_Nadu,3,10,0,Salem_Computer_hardware_engineer_Tamil_Nadu_single_yes_rented
34808,2974289,22,3,single,rented,no,Civil_servant,Raebareli,Uttar_Pradesh,3,13,1,Raebareli_Civil_servant_Uttar_Pradesh_single_no_rented
124184,6623263,22,4,single,rented,no,Designer,Adoni,Andhra_Pradesh,4,14,0,Adoni_Designer_Andhra_Pradesh_single_no_rented
112548,5899176,38,15,single,rented,yes,Surgeon,Vellore,Tamil_Nadu,13,10,0,Vellore_Surgeon_Tamil_Nadu_single_yes_rented
29315,5659276,66,19,single,rented,no,Analyst,Patiala,Punjab,9,14,0,Patiala_Analyst_Punjab_single_no_rented
74270,6300731,30,4,single,rented,no,Secretary,Vasai-Virar,Maharashtra,4,13,0,Vasai-Virar_Secretary_Maharashtra_single_no_rented
110444,3907141,24,15,single,rented,no,Magistrate,Kishanganj[35],Bihar,11,12,0,Kishanganj[35]_Magistrate_Bihar_single_no_rented
209507,5712077,21,0,single,rented,no,Police_officer,Mau,Uttar_Pradesh,0,12,1,Mau_Police_officer_Uttar_Pradesh_single_no_rented
56890,4403214,50,19,single,rented,no,Statistician,Jhansi,Uttar_Pradesh,4,12,0,Jhansi_Statistician_Uttar_Pradesh_single_no_rented
178843,4608251,59,0,single,rented,no,Flight_attendant,Korba,Chhattisgarh,0,10,0,Korba_Flight_attendant_Chhattisgarh_single_no_rented
226042,6099864,72,12,single,rented,yes,Firefighter,Tirunelveli,Tamil_Nadu,12,13,0,Tirunelveli_Firefighter_Tamil_Nadu_single_yes_rented
99083,2362103,56,2,single,rented,no,Dentist,Mathura,Uttar_Pradesh,2,11,0,Mathura_Dentist_Uttar_Pradesh_single_no_rented
