Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,group_key
80204,8545933,49,12,single,rented,yes,Technician,Ballia,Uttar_Pradesh,4,14,0,Ballia_Technician_Uttar_Pradesh_single_yes_rented
40887,4925097,69,9,single,rented,no,Technology_specialist,Thoothukudi,Tamil_Nadu,9,12,0,Thoothukudi_Technology_specialist_Tamil_Nadu_single_no_rented
248994,2268685,52,16,single,rented,no,Politician,Surendranagar_Dudhrej,Gujarat,5,13,0,Surendranagar_Dudhrej_Politician_Gujarat_single_no_rented
147803,270354,21,2,single,rented,no,Mechanical_engineer,Hosur,Tamil_Nadu,2,13,0,Hosur_Mechanical_engineer_Tamil_Nadu_single_no_rented
216598,441968,50,17,single,rented,no,Drafter,Bidar,Karnataka,10,11,0,Bidar_Drafter_Karnataka_single_no_rented
62527,385066,53,1,single,rented,no,Drafter,Bidar,Karnataka,1,11,0,Bidar_Drafter_Karnataka_single_no_rented
192407,5144485,55,4,single,rented,no,Secretary,Chapra,Bihar,4,13,0,Chapra_Secretary_Bihar_single_no_rented
28945,270354,21,2,single,rented,no,Mechanical_engineer,Hosur,Tamil_Nadu,2,13,0,Hosur_Mechanical_engineer_Tamil_Nadu_single_no_rented
54212,4855342,24,0,single,rented,no,Lawyer,Ichalkaranji,Maharashtra,0,13,0,Ichalkaranji_Lawyer_Maharashtra_single_no_rented
148657,6134981,49,2,single,rented,yes,Hotel_Manager,Nanded,Maharashtra,2,10,0,Nanded_Hotel_Manager_Maharashtra_single_yes_rented
124526,8378891,40,10,single,rented,no,Chemical_engineer,Pali,Rajasthan,9,12,0,Pali_Chemical_engineer_Rajasthan_single_no_rented
49168,4206929,73,8,single,rented,no,Technical_writer,Hosur,Tamil_Nadu,8,11,1,Hosur_Technical_writer_Tamil_Nadu_single_no_rented
244328,402322,31,12,single,owned,no,Surgeon,Jalgaon,Maharashtra,7,12,0,Jalgaon_Surgeon_Maharashtra_single_no_owned
120155,1621150,48,10,single,rented,yes,Air_traffic_controller,Tiruvottiyur,Tamil_Nadu,9,10,0,Tiruvottiyur_Air_traffic_controller_Tamil_Nadu_single_yes_rented
151719,3310900,62,3,single,rented,yes,Dentist,Jaipur,Rajasthan,3,11,0,Jaipur_Dentist_Rajasthan_single_yes_rented
73150,8386323,22,14,single,rented,yes,Surgeon,Katni,Madhya_Pradesh,12,10,0,Katni_Surgeon_Madhya_Pradesh_single_yes_rented
