Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,group_key
184805,6329094,26,17,single,rented,no,Army_officer,Thrissur,Kerala,12,11,1,Thrissur_Army_officer_Kerala_single_no_rented
139506,3909671,25,9,single,rented,no,Police_officer,Jaipur,Rajasthan,5,13,0,Jaipur_Police_officer_Rajasthan_single_no_rented
211414,8796074,21,0,single,rented,no,Hotel_Manager,Begusarai,Bihar,0,14,0,Begusarai_Hotel_Manager_Bihar_single_no_rented
118132,7438038,33,6,single,norent_noown,no,Politician,Tenali,Andhra_Pradesh,6,12,0,Tenali_Politician_Andhra_Pradesh_single_no_norent_noown
79649,8692332,61,3,single,rented,no,Civil_engineer,Warangal[11][12],Telangana,3,13,0,Warangal[11][12]_Civil_engineer_Telangana_single_no_rented
242549,9652798,56,4,single,rented,no,Civil_servant,Aurangabad,Maharashtra,4,12,0,Aurangabad_Civil_servant_Maharashtra_single_no_rented
111602,1072440,29,15,single,rented,no,Design_Engineer,Kulti,West_Bengal,6,12,1,Kulti_Design_Engineer_West_Bengal_single_no_rented
236422,6921972,53,14,married,rented,no,Librarian,Panipat,Haryana,14,12,0,Panipat_Librarian_Haryana_married_no_rented
49995,9409703,53,16,married,rented,no,Dentist,Chapra,Bihar,14,12,0,Chapra_Dentist_Bihar_married_no_rented
85066,5112961,67,5,single,rented,no,Web_designer,Jalna,Maharashtra,3,10,1,Jalna_Web_designer_Maharashtra_single_no_rented
93955,8419034,70,12,single,rented,no,Hotel_Manager,Karawal_Nagar,Delhi,12,11,0,Karawal_Nagar_Hotel_Manager_Delhi_single_no_rented
112125,5351331,78,1,married,rented,yes,Mechanical_engineer,Davanagere,Karnataka,1,14,0,Davanagere_Mechanical_engineer_Karnataka_married_yes_rented
40715,8913238,72,14,married,rented,no,Army_officer,Jorhat,Assam,5,12,0,Jorhat_Army_officer_Assam_married_no_rented
51397,6938459,42,16,single,rented,no,Technology_specialist,Shivpuri,Madhya_Pradesh,11,11,0,Shivpuri_Technology_specialist_Madhya_Pradesh_single_no_rented
57588,2829146,63,7,single,rented,yes,Biomedical_Engineer,Darbhanga,Bihar,4,14,0,Darbhanga_Biomedical_Engineer_Bihar_single_yes_rented
232744,2447348,58,8,single,rented,no,Air_traffic_controller,Sagar,Madhya_Pradesh,3,11,1,Sagar_Air_traffic_controller_Madhya_Pradesh_single_no_rented
74815,1840139,74,6,single,rented,yes,Chef,Dhule,Maharashtra,6,13,0,Dhule_Chef_Maharashtra_single_yes_rented
154581,8047392,61,2,single,rented,no,Graphic_Designer,Phagwara,Punjab,2,14,1,Phagwara_Graphic_Designer_Punjab_single_no_rented
55996,3984296,50,4,single,rented,yes,Graphic_Designer,Jamnagar,Gujarat,4,14,0,Jamnagar_Graphic_Designer_Gujarat_single_yes_rented
237955,86030,53,17,single,rented,no,Statistician,Madurai,Tamil_Nadu,5,10,1,Madurai_Statistician_Tamil_Nadu_single_no_rented
222847,2162950,64,17,single,rented,yes,Mechanical_engineer,Davanagere,Karnataka,7,14,1,Davanagere_Mechanical_engineer_Karnataka_single_yes_rented
71375,5765297,30,18,single,rented,yes,Biomedical_Engineer,Ajmer,Rajasthan,5,10,0,Ajmer_Biomedical_Engineer_Rajasthan_single_yes_rented
160202,3539122,28,11,single,rented,no,Technician,Alappuzha,Kerala,4,13,0,Alappuzha_Technician_Kerala_single_no_rented
247732,9625436,34,10,single,rented,no,Statistician,Imphal,Manipur,4,14,0,Imphal_Statistician_Manipur_single_no_rented
131662,831249,75,8,single,rented,no,Aviator,Bathinda,Punjab,8,11,0,Bathinda_Aviator_Punjab_single_no_rented
143162,4151262,40,12,single,rented,yes,Army_officer,Ujjain,Madhya_Pradesh,11,11,0,Ujjain_Army_officer_Madhya_Pradesh_single_yes_rented
57503,5726991,78,8,single,rented,no,Scientist,Kamarhati,West_Bengal,8,10,0,Kamarhati_Scientist_West_Bengal_single_no_rented
203046,1294095,47,9,single,owned,no,Surgeon,Hajipur[31],Bihar,8,14,0,Hajipur[31]_Surgeon_Bihar_single_no_owned
189509,8837967,35,14,single,rented,yes,Economist,Deoghar,Jharkhand,10,14,0,Deoghar_Economist_Jharkhand_single_yes_rented
217683,8682762,36,3,married,norent_noown,yes,Firefighter,Silchar,Assam,3,13,0,Silchar_Firefighter_Assam_married_yes_norent_noown
33312,4968665,72,11,single,owned,yes,Design_Engineer,Eluru[25],Andhra_Pradesh,3,13,0,Eluru[25]_Design_Engineer_Andhra_Pradesh_single_yes_owned
151559,7592145,68,20,single,rented,yes,Industrial_Engineer,Shivpuri,Madhya_Pradesh,4,10,0,Shivpuri_Industrial_Engineer_Madhya_Pradesh_single_yes_rented
202751,4313468,35,10,married,rented,no,Analyst,Kavali,Andhra_Pradesh,6,11,0,Kavali_Analyst_Andhra_Pradesh_married_no_rented
94293,182326,27,12,single,rented,yes,Industrial_Engineer,Loni,Uttar_Pradesh,4,14,0,Loni_Industrial_Engineer_Uttar_Pradesh_single_yes_rented
197554,2113388,51,17,married,rented,no,Scientist,Bhimavaram,Andhra_Pradesh,13,14,0,Bhimavaram_Scientist_Andhra_Pradesh_married_no_rented
167728,7667495,24,3,married,rented,no,Petroleum_Engineer,Parbhani,Maharashtra,3,14,0,Parbhani_Petroleum_Engineer_Maharashtra_married_no_rented
181641,374089,23,19,single,rented,no,Civil_engineer,Latur,Maharashtra,9,10,0,Latur_Civil_engineer_Maharashtra_single_no_rented
209665,1999104,25,12,single,rented,yes,Geologist,Kamarhati,West_Bengal,11,14,1,Kamarhati_Geologist_West_Bengal_single_yes_rented
102599,8832725,64,5,single,rented,no,Biomedical_Engineer,Pondicherry,Puducherry,5,11,0,Pondicherry_Biomedical_Engineer_Puducherry_single_no_rented
9840,9930063,46,15,single,rented,yes,Comedian,Kirari_Suleman_Nagar,Delhi,5,10,0,Kirari_Suleman_Nagar_Comedian_Delhi_single_yes_rented
76894,9427951,24,11,single,rented,no,Psychologist,Ramagundam[27],Telangana,8,12,1,Ramagundam[27]_Psychologist_Telangana_single_no_rented
227721,5263648,33,9,single,rented,no,Artist,Thrissur,Kerala,3,10,0,Thrissur_Artist_Kerala_single_no_rented
22430,5364976,73,13,single,rented,no,Artist,Anantapuram[24],Andhra_Pradesh,3,10,0,Anantapuram[24]_Artist_Andhra_Pradesh_single_no_rented
13830,7306045,52,7,single,rented,no,Statistician,Machilipatnam,Andhra_Pradesh,7,11,0,Machilipatnam_Statistician_Andhra_Pradesh_single_no_rented
196918,2389509,61,15,married,rented,no,Technical_writer,Thane,Maharashtra,10,10,0,Thane_Technical_writer_Maharashtra_married_no_rented
218938,3455536,54,20,single,rented,yes,Engineer,Bettiah[33],Bihar,3,12,0,Bettiah[33]_Engineer_Bihar_single_yes_rented
76294,3608658,70,18,single,rented,no,Computer_operator,Burhanpur,Madhya_Pradesh,4,11,0,Burhanpur_Computer_operator_Madhya_Pradesh_single_no_rented
74593,3642033,32,17,single,rented,no,Financial_Analyst,Fatehpur,Uttar_Pradesh,7,11,0,Fatehpur_Financial_Analyst_Uttar_Pradesh_single_no_rented
245897,4980611,41,16,married,rented,yes,Librarian,Jehanabad[38],Bihar,4,11,0,Jehanabad[38]_Librarian_Bihar_married_yes_rented
221980,3335841,62,7,single,rented,yes,Technology_specialist,Amravati,Maharashtra,6,14,1,Amravati_Technology_specialist_Maharashtra_single_yes_rented
66318,8925245,63,0,single,rented,no,Designer,Kottayam,Kerala,0,10,1,Kottayam_Designer_Kerala_single_no_rented
218263,5646732,64,1,single,rented,no,Politician,Mangalore,Karnataka,1,10,1,Mangalore_Politician_Karnataka_single_no_rented
67596,4151262,40,12,single,rented,yes,Army_officer,Ujjain,Madhya_Pradesh,11,11,0,Ujjain_Army_officer_Madhya_Pradesh_single_yes_rented
