Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,group_key
184457,2310149,35,9,single,rented,no,Air_traffic_controller,Jammu[16],Jammu_and_Kashmir,9,11,0,Jammu[16]_Air_traffic_controller_Jammu_and_Kashmir_single_no_rented
185224,5919261,61,18,single,rented,no,Geologist,Srikakulam,Andhra_Pradesh,6,14,0,Srikakulam_Geologist_Andhra_Pradesh_single_no_rented
241400,758994,62,17,married,rented,no,Design_Engineer,Ambattur,Tamil_Nadu,5,12,0,Ambattur_Design_Engineer_Tamil_Nadu_married_no_rented
149479,3001278,21,10,single,rented,no,Physician,Akola,Maharashtra,10,12,0,Akola_Physician_Maharashtra_single_no_rented
71456,9341101,61,18,single,rented,no,Computer_hardware_engineer,Jamnagar,Gujarat,11,12,0,Jamnagar_Computer_hardware_engineer_Gujarat_single_no_rented
117910,3803419,61,16,married,rented,no,Aviator,Sonipat,Haryana,11,12,0,Sonipat_Aviator_Haryana_married_no_rented
30223,9791163,54,18,single,rented,yes,Industrial_Engineer,Kollam,Kerala,11,14,0,Kollam_Industrial_Engineer_Kerala_single_yes_rented
107876,11114,73,19,single,rented,no,Surveyor,Nellore[14][15],Andhra_Pradesh,4,14,1,Nellore[14][15]_Surveyor_Andhra_Pradesh_single_no_rented
242656,9677811,62,15,married,rented,no,Librarian,Tinsukia,Assam,8,14,0,Tinsukia_Librarian_Assam_married_no_rented
211350,7556569,72,6,single,rented,no,Artist,Purnia[26],Bihar,6,11,0,Purnia[26]_Artist_Bihar_single_no_rented
213821,4566497,61,1,single,rented,no,Psychologist,Anantapuram[24],Andhra_Pradesh,1,10,0,Anantapuram[24]_Psychologist_Andhra_Pradesh_single_no_rented
43886,7556569,72,6,single,rented,no,Artist,Purnia[26],Bihar,6,11,0,Purnia[26]_Artist_Bihar_single_no_rented
19696,132850,72,0,single,norent_noown,no,Chef,Kadapa[23],Andhra_Pradesh,0,11,0,Kadapa[23]_Chef_Andhra_Pradesh_single_no_norent_noown
21206,3972528,38,16,single,norent_noown,yes,Hotel_Manager,Motihari[34],Bihar,6,12,0,Motihari[34]_Hotel_Manager_Bihar_single_yes_norent_noown
62627,91876,69,2,single,rented,no,Web_designer,Akola,Maharashtra,2,13,0,Akola_Web_designer_Maharashtra_single_no_rented
218199,4345629,59,15,single,rented,no,Aviator,Shimoga,Karnataka,5,10,0,Shimoga_Aviator_Karnataka_single_no_rented
154535,1290647,39,1,single,rented,yes,Computer_operator,Tinsukia,Assam,1,13,1,Tinsukia_Computer_operator_Assam_single_yes_rented
116328,7581400,28,9,single,rented,no,Official,Rajkot,Gujarat,9,12,0,Rajkot_Official_Gujarat_single_no_rented
68219,3835611,22,13,single,rented,no,Secretary,Siliguri,West_Bengal,10,14,0,Siliguri_Secretary_West_Bengal_single_no_rented
110998,1578007,68,15,single,rented,no,Official,Bulandshahr,Uttar_Pradesh,5,14,0,Bulandshahr_Official_Uttar_Pradesh_single_no_rented
97511,4958467,76,2,single,rented,yes,Secretary,Singrauli,Madhya_Pradesh,2,11,0,Singrauli_Secretary_Madhya_Pradesh_single_yes_rented
199607,2162609,42,0,single,rented,no,Consultant,Gwalior,Madhya_Pradesh,0,12,1,Gwalior_Consultant_Madhya_Pradesh_single_no_rented
86082,2274051,41,17,single,rented,yes,Computer_operator,Adoni,Andhra_Pradesh,9,11,0,Adoni_Computer_operator_Andhra_Pradesh_single_yes_rented
106149,3693362,57,15,single,rented,no,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,11,10,0,Sangli-Miraj_&_Kupwad_Web_designer_Maharashtra_single_no_rented
84090,5126123,41,1,single,rented,no,Psychologist,Malda,West_Bengal,1,12,1,Malda_Psychologist_West_Bengal_single_no_rented
115213,8597260,56,20,single,rented,yes,Scientist,Shimoga,Karnataka,6,14,0,Shimoga_Scientist_Karnataka_single_yes_rented
207360,8909724,71,4,single,rented,no,Artist,Sri_Ganganagar,Rajasthan,4,11,1,Sri_Ganganagar_Artist_Rajasthan_single_no_rented
244960,9634954,64,7,single,rented,yes,Comedian,Ramagundam[27],Telangana,7,14,1,Ramagundam[27]_Comedian_Telangana_single_yes_rented
78764,2495998,57,9,single,rented,no,Magistrate,Danapur,Bihar,9,13,0,Danapur_Magistrate_Bihar_single_no_rented
199399,3040483,33,7,single,rented,yes,Surgeon,Haridwar,Uttarakhand,7,11,1,Haridwar_Surgeon_Uttarakhand_single_yes_rented
18656,4389022,71,18,single,rented,no,Fashion_Designer,Saharsa[29],Bihar,12,12,0,Saharsa[29]_Fashion_Designer_Bihar_single_no_rented
