Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,group_key
162916,1783274,34,8,single,owned,no,Surveyor,Bidhannagar,West_Bengal,7,12,0,Bidhannagar_Surveyor_West_Bengal_single_no_owned
26877,1278713,31,14,single,rented,no,Chemical_engineer,Katihar,Bihar,13,13,0,Katihar_Chemical_engineer_Bihar_single_no_rented
167805,5714975,41,10,single,rented,yes,Petroleum_Engineer,Dhule,Maharashtra,10,14,0,Dhule_Petroleum_Engineer_Maharashtra_single_yes_rented
2998,4981446,77,10,single,rented,no,Psychologist,Bangalore,Karnataka,10,11,0,Bangalore_Psychologist_Karnataka_single_no_rented
157125,6471065,68,10,single,owned,yes,Hotel_Manager,Erode[17],Tamil_Nadu,5,14,0,Erode[17]_Hotel_Manager_Tamil_Nadu_single_yes_owned
40001,968346,54,7,single,norent_noown,no,Analyst,Danapur,Bihar,7,10,0,Danapur_Analyst_Bihar_single_no_norent_noown
53151,8064081,55,18,single,rented,yes,Software_Developer,Bhiwani,Haryana,9,14,0,Bhiwani_Software_Developer_Haryana_single_yes_rented
8699,1731271,44,20,single,rented,no,Official,Bhimavaram,Andhra_Pradesh,8,12,0,Bhimavaram_Official_Andhra_Pradesh_single_no_rented
111405,6254644,69,11,single,rented,yes,Hotel_Manager,Bhind,Madhya_Pradesh,7,10,0,Bhind_Hotel_Manager_Madhya_Pradesh_single_yes_rented
33818,1151777,41,0,single,rented,no,Surveyor,Narasaraopet,Andhra_Pradesh,0,10,0,Narasaraopet_Surveyor_Andhra_Pradesh_single_no_rented
149698,6777059,76,8,single,rented,no,Surgeon,Gandhidham,Gujarat,8,11,1,Gandhidham_Surgeon_Gujarat_single_no_rented
23674,7128178,67,5,single,rented,yes,Lawyer,Secunderabad,Telangana,5,13,0,Secunderabad_Lawyer_Telangana_single_yes_rented
203668,3438381,46,6,single,rented,no,Web_designer,Khandwa,Madhya_Pradesh,6,12,0,Khandwa_Web_designer_Madhya_Pradesh_single_no_rented
228645,6559205,63,11,single,rented,no,Technical_writer,Ahmednagar,Maharashtra,3,12,1,Ahmednagar_Technical_writer_Maharashtra_single_no_rented
55411,6634248,34,12,single,rented,no,Comedian,Moradabad,Uttar_Pradesh,9,13,0,Moradabad_Comedian_Uttar_Pradesh_single_no_rented
