Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,group_key
79140,6493154,31,14,single,rented,no,Scientist,Imphal,Manipur,7,12,0,Imphal_Scientist_Manipur_single_no_rented
189131,624985,47,11,single,rented,no,Software_Developer,Varanasi,Uttar_Pradesh,6,11,0,Varanasi_Software_Developer_Uttar_Pradesh_single_no_rented
201544,1177746,64,11,single,rented,yes,Graphic_Designer,Bhalswa_Jahangir_Pur,Delhi,8,13,0,Bhalswa_Jahangir_Pur_Graphic_Designer_Delhi_single_yes_rented
23271,1177746,64,11,single,rented,yes,Graphic_Designer,Bhalswa_Jahangir_Pur,Delhi,8,13,0,Bhalswa_Jahangir_Pur_Graphic_Designer_Delhi_single_yes_rented
231767,8221171,28,20,single,rented,no,Technology_specialist,Asansol,West_Bengal,3,10,1,Asansol_Technology_specialist_West_Bengal_single_no_rented
243630,368953,30,9,single,rented,no,Surveyor,Allahabad,Uttar_Pradesh[5],3,14,0,Allahabad_Surveyor_Uttar_Pradesh[5]_single_no_rented
223712,270028,42,12,single,rented,no,Industrial_Engineer,Gandhidham,Gujarat,11,11,0,Gandhidham_Industrial_Engineer_Gujarat_single_no_rented
223386,8587108,52,8,single,rented,no,Design_Engineer,Nizamabad,Telangana,8,10,0,Nizamabad_Design_Engineer_Telangana_single_no_rented
68979,7202212,75,19,single,rented,no,Librarian,Danapur,Bihar,8,10,0,Danapur_Librarian_Bihar_single_no_rented
246627,9823941,78,1,single,rented,no,Microbiologist,Nangloi_Jat,Delhi,1,14,0,Nangloi_Jat_Microbiologist_Delhi_single_no_rented
102981,1760376,50,5,single,rented,no,Petroleum_Engineer,Raebareli,Uttar_Pradesh,5,12,0,Raebareli_Petroleum_Engineer_Uttar_Pradesh_single_no_rented
245200,7311684,34,1,married,rented,no,Artist,Srinagar,Jammu_and_Kashmir,1,10,0,Srinagar_Artist_Jammu_and_Kashmir_married_no_rented
65244,6173989,30,8,single,rented,no,Politician,Sasaram[30],Bihar,6,11,0,Sasaram[30]_Politician_Bihar_single_no_rented
171058,7549491,31,17,single,rented,no,Technician,Saharanpur,Uttar_Pradesh,4,14,0,Saharanpur_Technician_Uttar_Pradesh_single_no_rented
78744,330349,63,9,single,rented,no,Petroleum_Engineer,Jodhpur,Rajasthan,4,10,0,Jodhpur_Petroleum_Engineer_Rajasthan_single_no_rented
158279,4399912,29,9,single,rented,no,Architect,North_Dumdum,West_Bengal,9,10,0,North_Dumdum_Architect_West_Bengal_single_no_rented
20105,8182419,22,6,single,rented,no,Web_designer,Bhusawal,Maharashtra,6,11,0,Bhusawal_Web_designer_Maharashtra_single_no_rented
212627,9587742,27,5,single,rented,yes,Financial_Analyst,Guntur[13],Andhra_Pradesh,5,12,0,Guntur[13]_Financial_Analyst_Andhra_Pradesh_single_yes_rented
143411,5537804,77,2,single,rented,no,Technology_specialist,Kota[6],Rajasthan,2,13,0,Kota[6]_Technology_specialist_Rajasthan_single_no_rented
62653,9775983,65,6,single,rented,no,Biomedical_Engineer,Ranchi,Jharkhand,6,12,1,Ranchi_Biomedical_Engineer_Jharkhand_single_no_rented
131259,3737014,47,7,single,rented,no,Drafter,Madhyamgram,West_Bengal,7,14,0,Madhyamgram_Drafter_West_Bengal_single_no_rented
171618,4621722,44,11,single,rented,no,Physician,Bardhaman,West_Bengal,6,14,0,Bardhaman_Physician_West_Bengal_single_no_rented
34534,2823506,50,12,single,rented,no,Hotel_Manager,Vijayanagaram,Andhra_Pradesh,12,12,0,Vijayanagaram_Hotel_Manager_Andhra_Pradesh_single_no_rented
104117,1684072,73,5,single,rented,no,Financial_Analyst,New_Delhi,Delhi,5,10,0,New_Delhi_Financial_Analyst_Delhi_single_no_rented
193002,9985581,42,16,single,rented,yes,Drafter,Berhampur,Odisha,11,12,0,Berhampur_Drafter_Odisha_single_yes_rented
6011,2376301,49,17,single,owned,no,Geologist,Mehsana,Gujarat,4,13,0,Mehsana_Geologist_Gujarat_single_no_owned
249792,8881506,65,3,single,rented,no,Magistrate,Nizamabad,Telangana,3,14,1,Nizamabad_Magistrate_Telangana_single_no_rented
216771,9775577,58,18,single,rented,no,Statistician,Motihari[34],Bihar,10,11,0,Motihari[34]_Statistician_Bihar_single_no_rented
226626,9335714,73,18,single,rented,no,Aviator,Surendranagar_Dudhrej,Gujarat,13,11,1,Surendranagar_Dudhrej_Aviator_Gujarat_single_no_rented
130054,630441,37,4,single,rented,no,Secretary,Ranchi,Jharkhand,4,11,0,Ranchi_Secretary_Jharkhand_single_no_rented
86657,2218280,34,9,single,rented,no,Psychologist,Gaya,Bihar,9,11,0,Gaya_Psychologist_Bihar_single_no_rented
185603,2591229,68,11,married,rented,no,Design_Engineer,Burhanpur,Madhya_Pradesh,11,12,0,Burhanpur_Design_Engineer_Madhya_Pradesh_married_no_rented
237677,2973111,26,11,single,rented,no,Fashion_Designer,Udaipur,Rajasthan,11,11,0,Udaipur_Fashion_Designer_Rajasthan_single_no_rented
224912,9508165,61,11,single,rented,no,Civil_servant,Sirsa,Haryana,7,13,1,Sirsa_Civil_servant_Haryana_single_no_rented
153095,6359903,61,3,single,rented,yes,Consultant,Sambhal,Uttar_Pradesh,3,12,0,Sambhal_Consultant_Uttar_Pradesh_single_yes_rented
42457,5055709,57,3,single,owned,no,Technical_writer,Kurnool[18],Andhra_Pradesh,3,12,1,Kurnool[18]_Technical_writer_Andhra_Pradesh_single_no_owned
141987,5046744,63,17,single,rented,no,Aviator,Rohtak,Haryana,8,10,0,Rohtak_Aviator_Haryana_single_no_rented
204170,8948812,52,11,single,rented,yes,Financial_Analyst,Meerut,Uttar_Pradesh,10,11,0,Meerut_Financial_Analyst_Uttar_Pradesh_single_yes_rented
7855,2853298,23,16,single,rented,yes,Design_Engineer,Bareilly,Uttar_Pradesh,13,11,0,Bareilly_Design_Engineer_Uttar_Pradesh_single_yes_rented
120997,2823506,50,12,single,rented,no,Hotel_Manager,Vijayanagaram,Andhra_Pradesh,12,12,0,Vijayanagaram_Hotel_Manager_Andhra_Pradesh_single_no_rented
56674,7566971,59,10,single,rented,no,Dentist,Mehsana,Gujarat,7,12,0,Mehsana_Dentist_Gujarat_single_no_rented
192795,4849926,57,2,single,owned,yes,Industrial_Engineer,Maheshtala,West_Bengal,2,11,0,Maheshtala_Industrial_Engineer_West_Bengal_single_yes_owned
102064,1106260,39,8,single,owned,no,Aviator,Raipur,Chhattisgarh,8,10,0,Raipur_Aviator_Chhattisgarh_single_no_owned
32005,3386878,42,18,single,owned,yes,Technician,Sonipat,Haryana,3,14,0,Sonipat_Technician_Haryana_single_yes_owned
131834,3218377,66,15,single,rented,no,Statistician,Nadiad,Gujarat,7,14,0,Nadiad_Statistician_Gujarat_single_no_rented
147055,4074621,27,14,single,rented,yes,Civil_servant,Sonipat,Haryana,8,13,0,Sonipat_Civil_servant_Haryana_single_yes_rented
83208,583557,27,3,single,rented,no,Analyst,Bhalswa_Jahangir_Pur,Delhi,3,10,0,Bhalswa_Jahangir_Pur_Analyst_Delhi_single_no_rented
93870,3485450,64,15,single,rented,no,Lawyer,Bijapur,Karnataka,7,13,0,Bijapur_Lawyer_Karnataka_single_no_rented
60362,9328308,53,4,single,rented,no,Biomedical_Engineer,Alappuzha,Kerala,4,13,1,Alappuzha_Biomedical_Engineer_Kerala_single_no_rented
203605,1199413,63,0,single,owned,no,Software_Developer,Hospet,Karnataka,0,14,0,Hospet_Software_Developer_Karnataka_single_no_owned
68573,1199413,63,0,single,owned,no,Software_Developer,Hospet,Karnataka,0,14,0,Hospet_Software_Developer_Karnataka_single_no_owned
77807,3900250,34,1,single,rented,no,Industrial_Engineer,Naihati,West_Bengal,1,11,0,Naihati_Industrial_Engineer_West_Bengal_single_no_rented
16142,9763429,73,5,single,rented,no,Consultant,Tirupati[21][22],Andhra_Pradesh,5,11,1,Tirupati[21][22]_Consultant_Andhra_Pradesh_single_no_rented
212607,394382,64,6,single,rented,yes,Police_officer,Bathinda,Punjab,6,13,0,Bathinda_Police_officer_Punjab_single_yes_rented
92643,4719877,74,15,single,rented,no,Civil_servant,Secunderabad,Telangana,11,10,0,Secunderabad_Civil_servant_Telangana_single_no_rented
248916,4901476,39,16,married,rented,no,Computer_hardware_engineer,Bardhaman,West_Bengal,4,11,1,Bardhaman_Computer_hardware_engineer_West_Bengal_married_no_rented
127394,2854714,46,20,single,rented,no,Statistician,Bhagalpur,Bihar,7,10,0,Bhagalpur_Statistician_Bihar_single_no_rented
208624,7695399,49,6,single,rented,yes,Computer_hardware_engineer,Deoghar,Jharkhand,6,11,1,Deoghar_Computer_hardware_engineer_Jharkhand_single_yes_rented
77558,6359903,61,3,single,rented,yes,Consultant,Sambhal,Uttar_Pradesh,3,12,0,Sambhal_Consultant_Uttar_Pradesh_single_yes_rented
169420,3485450,64,15,single,rented,no,Lawyer,Bijapur,Karnataka,7,13,0,Bijapur_Lawyer_Karnataka_single_no_rented
83532,2685947,52,3,single,rented,yes,Geologist,Gopalpur,West_Bengal,3,14,0,Gopalpur_Geologist_West_Bengal_single_yes_rented
174644,41719,31,2,single,rented,no,Computer_operator,Bikaner,Rajasthan,2,10,0,Bikaner_Computer_operator_Rajasthan_single_no_rented
131409,291209,58,4,single,rented,yes,Air_traffic_controller,Pali,Rajasthan,4,14,0,Pali_Air_traffic_controller_Rajasthan_single_yes_rented
224399,2219127,36,13,single,rented,no,Artist,Tiruppur,Tamil_Nadu,6,13,0,Tiruppur_Artist_Tamil_Nadu_single_no_rented
99876,9744621,72,14,single,rented,no,Web_designer,Bellary,Karnataka,11,12,0,Bellary_Web_designer_Karnataka_single_no_rented
97353,6816106,31,20,single,rented,yes,Statistician,Adoni,Andhra_Pradesh,11,14,0,Adoni_Statistician_Andhra_Pradesh_single_yes_rented
195138,2087528,66,2,single,rented,no,Surgeon,Ulhasnagar,Maharashtra,2,12,0,Ulhasnagar_Surgeon_Maharashtra_single_no_rented
109209,3835379,71,8,married,rented,no,Chef,Ahmednagar,Maharashtra,8,12,0,Ahmednagar_Chef_Maharashtra_married_no_rented
211349,6338889,35,6,single,rented,no,Librarian,Danapur,Bihar,6,14,0,Danapur_Librarian_Bihar_single_no_rented
204897,8076327,22,12,single,rented,no,Scientist,Adoni,Andhra_Pradesh,7,11,0,Adoni_Scientist_Andhra_Pradesh_single_no_rented
193034,5966818,66,6,single,rented,yes,Lawyer,Sambhal,Uttar_Pradesh,6,14,0,Sambhal_Lawyer_Uttar_Pradesh_single_yes_rented
96134,3412690,66,13,single,rented,no,Hotel_Manager,Amritsar,Punjab,11,14,0,Amritsar_Hotel_Manager_Punjab_single_no_rented
