Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,group_key
84656,1572647,34,9,single,norent_noown,yes,Design_Engineer,Meerut,Uttar_Pradesh,9,10,0,Meerut_Design_Engineer_Uttar_Pradesh_single_yes_norent_noown
160236,3362435,38,16,single,rented,yes,Web_designer,Proddatur,Andhra_Pradesh,3,13,0,Proddatur_Web_designer_Andhra_Pradesh_single_yes_rented
90863,9644063,24,19,single,rented,no,Consultant,North_Dumdum,West_Bengal,9,14,0,North_Dumdum_Consultant_West_Bengal_single_no_rented
72359,1771499,25,15,single,norent_noown,no,Industrial_Engineer,Bareilly,Uttar_Pradesh,14,14,0,Bareilly_Industrial_Engineer_Uttar_Pradesh_single_no_norent_noown
7317,3766437,24,11,married,norent_noown,no,Comedian,Nangloi_Jat,Delhi,10,10,0,Nangloi_Jat_Comedian_Delhi_married_no_norent_noown
50447,5340166,30,1,single,rented,yes,Engineer,Siliguri,West_Bengal,1,11,0,Siliguri_Engineer_West_Bengal_single_yes_rented
187279,7984225,26,9,single,rented,no,Geologist,Kharagpur,West_Bengal,9,13,0,Kharagpur_Geologist_West_Bengal_single_no_rented
97537,3498735,38,3,single,rented,yes,Technician,New_Delhi,Delhi,3,14,0,New_Delhi_Technician_Delhi_single_yes_rented
223173,7787315,62,1,single,rented,no,Physician,Anantapur,Andhra_Pradesh,1,12,0,Anantapur_Physician_Andhra_Pradesh_single_no_rented
93538,1091777,45,19,single,rented,yes,Designer,Saharanpur,Uttar_Pradesh,4,14,0,Saharanpur_Designer_Uttar_Pradesh_single_yes_rented
164200,332177,70,20,single,rented,no,Secretary,Sikar,Rajasthan,7,13,0,Sikar_Secretary_Rajasthan_single_no_rented
216926,1434039,39,19,single,rented,no,Aviator,Panvel,Maharashtra,11,11,0,Panvel_Aviator_Maharashtra_single_no_rented
181252,1999332,56,1,single,rented,no,Graphic_Designer,Bulandshahr,Uttar_Pradesh,1,10,0,Bulandshahr_Graphic_Designer_Uttar_Pradesh_single_no_rented
50983,335570,73,13,single,rented,yes,Police_officer,Hajipur[31],Bihar,3,12,0,Hajipur[31]_Police_officer_Bihar_single_yes_rented
125609,3648949,65,6,single,rented,yes,Artist,Satara,Maharashtra,6,11,0,Satara_Artist_Maharashtra_single_yes_rented
77977,1662067,31,14,single,rented,yes,Technical_writer,Sirsa,Haryana,7,10,0,Sirsa_Technical_writer_Haryana_single_yes_rented
225241,8665186,36,1,single,rented,no,Secretary,Sikar,Rajasthan,1,13,0,Sikar_Secretary_Rajasthan_single_no_rented
26249,6425594,75,6,single,rented,no,Secretary,Madurai,Tamil_Nadu,6,11,0,Madurai_Secretary_Tamil_Nadu_single_no_rented
173123,1904060,72,8,single,rented,no,Computer_operator,Meerut,Uttar_Pradesh,8,14,0,Meerut_Computer_operator_Uttar_Pradesh_single_no_rented
217363,1198323,25,15,single,rented,no,Financial_Analyst,Bidhannagar,West_Bengal,9,13,0,Bidhannagar_Financial_Analyst_West_Bengal_single_no_rented
61405,7278743,36,9,single,rented,no,Fashion_Designer,Bidar,Karnataka,9,14,0,Bidar_Fashion_Designer_Karnataka_single_no_rented
179839,3984731,28,1,single,rented,no,Web_designer,Ulhasnagar,Maharashtra,1,13,0,Ulhasnagar_Web_designer_Maharashtra_single_no_rented
36340,2636776,38,1,single,rented,no,Industrial_Engineer,Muzaffarnagar,Uttar_Pradesh,1,11,0,Muzaffarnagar_Industrial_Engineer_Uttar_Pradesh_single_no_rented
50220,9717828,22,13,single,rented,yes,Air_traffic_controller,Delhi_city,Delhi,10,14,1,Delhi_city_Air_traffic_controller_Delhi_single_yes_rented
112745,2881888,61,4,single,rented,yes,Technician,Bhiwandi,Maharashtra,4,14,1,Bhiwandi_Technician_Maharashtra_single_yes_rented
12288,2744667,27,17,single,rented,no,Fashion_Designer,Nagercoil,Tamil_Nadu,12,11,0,Nagercoil_Fashion_Designer_Tamil_Nadu_single_no_rented
239491,5780484,63,19,single,rented,no,Technical_writer,Vijayawada,Andhra_Pradesh,7,14,0,Vijayawada_Technical_writer_Andhra_Pradesh_single_no_rented
52357,4279399,49,4,single,rented,yes,Microbiologist,Pallavaram,Tamil_Nadu,4,10,0,Pallavaram_Microbiologist_Tamil_Nadu_single_yes_rented
65761,9464966,67,14,single,norent_noown,yes,Statistician,Tiruppur,Tamil_Nadu,14,10,0,Tiruppur_Statistician_Tamil_Nadu_single_yes_norent_noown
40653,3512152,35,3,single,norent_noown,yes,Surgeon,Nagercoil,Tamil_Nadu,3,13,0,Nagercoil_Surgeon_Tamil_Nadu_single_yes_norent_noown
43141,2241112,28,8,single,rented,no,Police_officer,Sirsa,Haryana,6,14,0,Sirsa_Police_officer_Haryana_single_no_rented
148863,5753312,48,5,single,rented,yes,Mechanical_engineer,Tirupati[21][22],Andhra_Pradesh,5,13,0,Tirupati[21][22]_Mechanical_engineer_Andhra_Pradesh_single_yes_rented
243545,9094209,32,19,single,rented,no,Technical_writer,Kottayam,Kerala,7,10,0,Kottayam_Technical_writer_Kerala_single_no_rented
243153,7962326,43,17,single,rented,no,Artist,Satna,Madhya_Pradesh,7,11,1,Satna_Artist_Madhya_Pradesh_single_no_rented
58622,8451500,69,7,married,rented,yes,Statistician,Khandwa,Madhya_Pradesh,7,13,0,Khandwa_Statistician_Madhya_Pradesh_married_yes_rented
181682,6837661,34,16,single,rented,no,Analyst,Ajmer,Rajasthan,12,13,0,Ajmer_Analyst_Rajasthan_single_no_rented
128684,7691997,48,18,single,rented,yes,Scientist,Alappuzha,Kerala,8,12,0,Alappuzha_Scientist_Kerala_single_yes_rented
103111,2740172,72,16,single,rented,no,Engineer,New_Delhi,Delhi,10,13,0,New_Delhi_Engineer_Delhi_single_no_rented
95202,7695399,49,6,single,rented,yes,Computer_hardware_engineer,Deoghar,Jharkhand,6,11,0,Deoghar_Computer_hardware_engineer_Jharkhand_single_yes_rented
5108,273058,67,8,single,rented,no,Physician,Anantapur,Andhra_Pradesh,7,11,0,Anantapur_Physician_Andhra_Pradesh_single_no_rented
99043,2797000,52,6,single,rented,yes,Chef,Thrissur,Kerala,5,13,0,Thrissur_Chef_Kerala_single_yes_rented
